algorithm,ms,n,input,input-num
Timsort,157.923268,1000000,runs-with-exp-len-1000,86
Timsort,158.909138,1000000,runs-with-exp-len-1000,87
Timsort,154.918287,1000000,runs-with-exp-len-1000,88
Timsort,159.365224,1000000,runs-with-exp-len-1000,89
Timsort,165.752821,1000000,runs-with-exp-len-1000,90
Timsort,163.414189,1000000,runs-with-exp-len-1000,91
Timsort,162.26837,1000000,runs-with-exp-len-1000,92
Timsort,150.499646,1000000,runs-with-exp-len-1000,93
Timsort,157.123986,1000000,runs-with-exp-len-1000,94
Timsort,161.393316,1000000,runs-with-exp-len-1000,95
Timsort,157.304331,1000000,runs-with-exp-len-1000,96
Timsort,175.247275,1000000,runs-with-exp-len-1000,97
Timsort,178.800757,1000000,runs-with-exp-len-1000,98
Timsort,162.019476,1000000,runs-with-exp-len-1000,99
Finished input type: runs-with-exp-len-1000 Average ms: 166.18213221 Fastest time (ms): 146.750537 Slowest time (ms): 267.011274
#finished: -2023-04-11_12-18-13
