algorithm,ms,n,input,input-num
Powersort,321.289505,1000000,runs-with-exp-len-20,86
Powersort,334.586201,1000000,runs-with-exp-len-20,87
Powersort,321.19121,1000000,runs-with-exp-len-20,88
Powersort,320.164994,1000000,runs-with-exp-len-20,89
Powersort,316.30773,1000000,runs-with-exp-len-20,90
Powersort,392.583787,1000000,runs-with-exp-len-20,91
Powersort,316.892331,1000000,runs-with-exp-len-20,92
Powersort,321.75806,1000000,runs-with-exp-len-20,93
Powersort,323.367208,1000000,runs-with-exp-len-20,94
Powersort,317.775631,1000000,runs-with-exp-len-20,95
Powersort,325.355243,1000000,runs-with-exp-len-20,96
Powersort,378.651952,1000000,runs-with-exp-len-20,97
Powersort,314.945532,1000000,runs-with-exp-len-20,98
Powersort,339.814602,1000000,runs-with-exp-len-20,99
Finished input type: runs-with-exp-len-20 Average ms: 345.66102112 Fastest time (ms): 313.818596 Slowest time (ms): 491.263662
#finished: -2023-04-10_19-50-38
